No;answer;1-FR;2-GI;3-PI;4-DM;5-EDTRB;6-RE;;;;;;;;;;;;;;;;;
463;Halo, Kehamilan dapat terjadi ketika konsep pembuahan terpenuhi, yaitu bertemunya sel telur dari wanita dengan sperma dari pria. Setiap wanita mempunyai peluang 15-25% setiap bulan untuk terjadinya kehamilan. Kehamilan dapat terjadi ketika melakukan berhubungan seksual pada masa subur, yaitu 12-14 hari sebelum hari pertama haid berikutnya bagi yang memiliki siklus haid yang tidak teratur, karena saat masa subur terjadilah pelepasan sel telur. Baiknya Anda menghindari melakukan hubungan seksual di luar pernikahan agar tidak terjadi hal-hal yang tidak diinginkan di kemudian hari serta agar mencegah terjadinya penyakit menular seksual.   Demikian informasi yang dapat kami sampaikan, semoga informasi ini dapat bermanfaat untuk mengatasi keluhan Anda. dr Taneya Putri Zahra;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
464;Hai Herry Sp. Terima aksih atas pertanyaan anda. Bercak pputih kemerahan yang anda keluhkan dapat disebabkan oleh beberapa kemungkinan seperti: Panu  yaitu karena infeksi jmaur Pityriasis rosea Dermatitis seboroik Psoriasis Neurodermatitis Vitiligo Efek samping penggunaan obat efek samping karena adanya luka sebelumnya Dll Namun untuk lebih mengetahui penyebab pasti keluhan anda, maka sebaiknya anda memeriksakan diri ke dokter kulit. Dokter akan memeriksa alngsung daerah kulit yang anda keluhkan memiliki bintik bintik tersebut. Hal ini diperlukan karena untuk mengetahui kelainan kulit perlu dilakuakn pemeriksaan langsung terhadap kulit yang bermasalah tersebut. Setelah mendiagnosisnya, dokter akan memberikan anda terapi sesuai dengan penyebab dari keluhan yang anda alami. Sembari menjalani terapi dokter anda dapat membantu dengan menjaga higienitas diri terutama wajah dengan mencuci wajah 2x sehari dengan sabun, hindari menyentuh wajah dengan tangan kotor, hindari  mengelap wajah dengan baju melainkan seka keringat dengan kain bersih. Semoga bermanfaat. Salam, dr. Dian;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
465;Hai,Sakit pada tulang belakang tersebut dapat disebabkan oleh:   radang pada sendi ( osteoartritis ), osteoporosis   postur tubuh yang kurang benar   skoliosis, di mana tulang belakang menyerupai bentuk S   gangguan persarafan Kondisi stres juga dapat memperburuk keluhan yang timbul.Usahakan untuk memiliki postur tubuh yang lebih baik, misalnya duduk dengan tidak membungkuk. Konsumsi makanan yang banyak mengandung vitamin. Memiliki waktu istirahat yang cukup. Hindari stres. Tidak merokok. Lakukan olahraga rutin. Jika berat badan berlebih, kurangi berat badan. Selain itu, sebaiknya tidak mengangkat benda-benda yang berat.Jika gejala belum membaik, disarankan agar Anda periksa ke dokter. Sehingga dapat dilakukan pemeriksaan fisik dan tes penunjang seperti tes darah, sinar X, atau MRI. Penanganan yang tepat akan diberikan sesuai dengan penyebab dasarnya.Halaman berikut membahas  Nyeri punggung,   Sakit leher  Semoga bermanfaat,dr. Jessica;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
466;Halo, terimakasih atas pertanyaannya untuk Alodokter Pada dasarnya kalaupun anda mengalami kehamilan setelah menstruasi terakhis anda di tanggal 22 Mei tersebut, kemungkinan usia kehamilan anda juga baru 3 minggu dan perut belum akan membesar di kehamilan 3 minggu. Perut yang terasa membesar dapat disebabkan oleh beberapa kemungkinan, misalnya saja: perut kembung (bisa karena infeksi saluran cerna, banyak makan makanan yang mengandung gas, alergi makanan, intoleransi laktosa, banyak merokok, penyakit radang usus,  IBS , dll) konstipasi atau sulit BAB peningkatan berat badan sumbatan atau obstruksi usus perforasi atau sobek pada usus asites atau penumpukan cairan di dalam rongga perut adanya tumor/kanker pada organ-organ di dalam perut (bisa dari saluran cerna, saluran reproduksi, saluran kencing) retensi urin atau tidak bisa kencing dan lain sebagainya Sebaiknya pemeriksaan ke dokter segera anda lakukan terutama bila anda mengalami gejala-gejala berikut ini: Anda tidak bisa BAB ataupun kentut Perut terasa semakin membesar dan teraba keras seperti papan Anda tidak bisa kencing Anda mengalami nyeri perut hebat dan juga demam Terjadi muntah-muntah hebat, anda tidak bisa minum sama sekali Bila anda tidak melihat tanda-tanda di atas, anda bisa mencoba melakukan hal berikut ini terlebih dahulu: kompres perut anda dengan kompres hangat atau cobalah untuk mandi berendam dalam air hangat tingkatkan konsumsi sayur dan buah minum dalam jumlah cukup (minimal 2-3 liter sehari) tingkatkan aktivitas fisik anda, termasuk juga berolahraga setidaknya 30 menit sehari jangan sembarang emngkonsumsi obat, terutama obat-obatan antispasmodik Sekian informasi dari saya, semoga cukup menjawab;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
467;Hai Indah. Kondisi sering mengompol sendiri dapat disebabkan oleh  1. Gangguan otot berkemih berupa  inkontinensia uri  dimana secara umum sering dialami oleh mereka yang berusia tua, riwayat stroke sebelumnya. Hal ini menyebabkan seseorang tersebut tidak dapat menahan pipis.  2.  Diabetes melitus  dimana dalam hal ini menyebabkan sering berkemih pada malam hari  3. Gangguan prostat baik  pembesaran prostat ,  infeksi pada prostat  yang dapat mengiritasi otot berkemih  4.  Infeksi saluran kemih  terutama jika sering menahan pipis dan jarang konsumsi air  5. Psikis  Konsultasikan dengan dokter mengenai kondisi yang dialami suami anda untuk penanganan lebih lanjut. Anda dapat memulai dengan berkonsultasi dengan dokter umum terlebih dahulu dimana dokter akan menilai baik dengan pemeriksaan fisik serta beberapa pemeriksaan penunjang seperti pemeriksaan urin, pemeriksaan darah, pemeriksaan USG, atau CT scan tergantung arah kecurigaan. Kemudian jika memang membutuhkan penanganan lebih lanjut, dokter akan melakukan perujukan ke spesialisasi terkait.  Menjaga pola hidup dengan perbanyak konsumsi air putih, dan kurangi konsumsi air menjelang tidur, hindari menahan pipis, kelola stres, hentikan merokok dapat membantu. Penanganan spesifik tergantung penyebab yang mendasari. Semoga bermanfaat dan terima kasih. Salam, dr Alyssa;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
468;"Hai, Telapak tangan yang basah bisa disebabkan oleh: Ketegangan psikis Suhu panas Hiperhidrosis primer / peningkatan aktivitas kelenjar keringat secara bawaan (keturunan) Hipertiroidisme Bermain game di HP dapat menimbulkan panas pada layar HP yang dapat meningkatkan suhu telapak tangan. Hal ini secara normal akan ditimpali dengan respons berkeringat untuk menurunkan suhu. Bermain game juga dapat memicu ketegangan psikis yang mungkin mendasari telapak tangan menjadi basah. Di samping itu, penyakit paru-paru basah umumnya bergejala sebagai batuk, sesak dan demam; hal ini tidak berkaitan dengan telapak tangan basah. Untuk memastikan penyebab keluhan Anda, diperlukan pemeriksaan langsung oleh Dokter. Mungkin diperlukan pemeriksaan darah untuk menunjang diagnosis. Setelah penyebabnya jelas, barulah penanganan yang tepat bisa diberikan. Baca juga artikel tentang  hiperhidrosis / berkeringat berlebihan . Sekian, semoga bermanfaat. dr. Radius Kusuma";1;0;1;1;1;0;;;;;;;;;;;;;;;;;
469;Alo, terimakasih atas pertanyaannya. Bibir yang terasa tebal dan lebih maju sebelah bisa murni terjadi karena variasi anatomis yang wajar. Kondisi ini tidak hanya bisa muncul karena bawaan sejak kecil, namun dipengaruhi juga dengan kebiasaan Anda dalam berbicara, mengunyah makanan, dan beraktifitas lain yang mungkin tidak seimbang menggunakan sisi bibir dan rahang kiri serta kanan, sehingga membuat area bibir yang lebih sering digunakan tampak lebih tebal dan maju. Pada beberapa kasus, kondisi bibir yang lebih tebal dan maju sebelah bisa juga menandakan Anda mengalami suatu penyakit, misalnya  dislokasi  sendi rahang,  Bell's palsy , maloklusi gigi dan rahang, gigi gingsul, stroke, peradangan kulit, tumor jinak atau ganas, pembentukan jaringan parut, dan sebagainya. Jika ingin memastikan penyebab keluhan Anda, idealnya Anda perlu periksa langsung ke dokter terdekat. Pemeriksaan fisik menyeluruh atau pemeriksaan penunjang (seperti rontgen, CT scan) bisa dokter lakukan supaya bisa menentukan penanganan yang tepat. Bisa juga, nantinya Anda akan dirujuk ke dokter  syaraf  atau  bedah  agar ditangani lebih optimal. Semoga membantu ya..;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
470;Selamat siang Ira, terima kasih telah bertanya di Alodokter. TBC atau tuberkulosis, adalah penyakit yang disebabkan oleh  Mycobacterium tuberculosis  dan sering menyerang paru meski bisa juga menyerang payudara, tulang, otak, kelenjar, dan usus. Risiko seseorang untuk terkena TBC meningkat, jika ia sering kontak dengan penderita TBC, berada di pemukiman yang kumuh, ventilasi dan pencahayaan matahari pada rumahnya tidak baik, masih anak-anak atau sudah lansia, memiliki sistem kekebalan tubuh yang rendah dan tinggal serumah dengan penderita. Bila sudah terdiagnosis TBC, penderita harus mengosumsi obat selama minimal 6 bulan secara teratur dalam kondisi perut kosong untuk memasimalkan kinerja obat. Mengenai pertanyaan Anda, karena sebaiknya obat ini dikonsumsi dengan perut kosong, kami tidak bisa menganjurkan cara lain seperti memasukkannya ke dalam pisang atau dimakan bersama nasi. Sediaan obat TBC juga tidak ada yang bentuknya sirup, sehingga memang satu-satunya cara adalah dengan memotongnya seperti yang Anda sampaikan. Hanya saja perlu Anda ketahui bahwa sediaan obat, baik itu dalam bentuk kapsul, tablet, kaplet, sirup, dan lain sebagainya, dibuat demikian bukan hanya karena alasan estetika, melainkan melindungi obat untuk tidak bekerja sebelum waktunya dan memastikan efeknya optimal. Sehingga dengan adanya Anda potong seperti itu, sebenarnya efektivitas obatnya sudah berkurang. Namun sekali lagi, bila pertimbangannya antara efektivitas yang berkurang atau tidak Anda konsumsi sama sekali, maka lebih baik dipotong. Kami hanya merasa perlu menyampaikan hal ini agar Anda juga berlatih untuk mengonsumsi obat secara utuh. Selain itu, tutup hidung dan mulut ketika batuk atau bersin dengan tisu atau lengan atas pakaian, jangan meludah sembarangan, dan jaga jarak dengan anak-anak atau lansia terlebih dahulu. Sekian, semoga menjawab pertanyaan Anda.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
471;Enggar yang baik, mie instan merupakan salah satu makanan yang cukup sering dikonsumsi masyarakat awam. Komposisi bahan dan bumbunya biasanya disesuaikan agar dapat diterima secara umum dan tidak menimbulkan masalah tertentu. Namun demikian ketika Anda merasa pusing bisa saja ada komposisi dari bumbu dan bahan yang terdapat pada mie instan tersebut yang tidak cocok bagi Anda. Selain itu seperti yang sudah diketahui bumbu yang digunakan pada mie instan memiliki kandungan garam yang cukup tinggi. Bagi mereka yang memiliki riwayat hipertensi, tentunya konsumsi garam yang tinggi dapat mempengaruhi tekanan darah menjadi lebih tinggi. Tekanan darah yang tinggi seringkali tidak efektif dalam fungsinya memastikan asupan oksigen ke jaringan. Oleh karenanya rasa pusing bisa timbul dengan naiknya tekanan darah tersebut. Bila memang konsumsi mie instan  selalu  akan menimbulkan rasa pusing, kami menyarankan Anda untuk menghentikan konsumsi mie instan yang memang sudah lama dikenal tidak baik bagi kesehatan. Namun demikian jika kondisi tak kunjung membaik jangan ragu memeriksakan diri ke dokter untuk mendeteksi ada tidaknya penyakit lain yang mendasari keluhan Anda. Berikut kami lampirkan artikel mengenai  bahaya mie instan.  Semoga bermanfaat.   dr. N. K. Arief;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
472;Alo Wike, terima kasih sudah bertanya. Mungkin yang anda maksudkan adalah keluarnya air liur berlebihan ya, bukan mengonsumsi air liur. Sesak pada dada dapat disebabkan oleh banyak hal. Gangguan pada pencernaan, pada paru, pada jantung, pada hati dan pankreas, bahkan gangguan psikis juga dapat menyebabkan rasa sesak pada dada. Gejala sesak di dada yang disertai dengan produksi air liur berlebihan, kemungkinan menandakan adanya gangguan pada sistem pencernaan. Beberapa contoh kondisi yang mungkin anda rasakan adalah: Gastritis . Iritasi dinding lambung, akibat dinding lambung kehilangan lapisan pelindungnya, sehingga asam lambung mengikis dinding lambung. Dapat terjadi akut ataupun kronik. Umumnya disebabkan karena pola makan yang salah, infeksi bakteri helicobacter pylori, kurang istirahat, konsumsi kafein, atau stres psikis. Gejalanya berupa nyeri ulu hati, nyeri dirasakan sebagai nyeri tajam atau panas, mual muntah, kembung, banyak sendawa. Tukak lambung . Iritasi dinding lambung yang menyebabkan luka. Gejalanya mirip dengan gastritis namun umumnya lebih berat. GERD. Iritasi pada lambung menyebabkan kerusakan katup lambung, sehingga asam lambung berbalik naik ke esofagus dan tenggorokan. Rasanya berupa panas sepanjang dada sampai tenggorok, dada sesak, nyeri tenggorok atau nyeri telan, batuk kering, liur asam atau pahit, dan kadang disertai napas tidak sedap. Anda sebaiknya konsultasikan dengan dokter. Dokter akan melakukan pemeriksaan fisik dan bila perlu melakukan pemeriksaan penunjang seperti USG. Terapinya umumnya berupa obat untuk menetralkan dan mengurangi produksi asam lambung. Hal yang dapat anda lakukan untuk mengurangi gejala adalah hindari konsumsi kafein dan soda, batasi makanan pedas asam, hindari makanan terlalu berminyak, minum air putih 2 L perhari, kelola stres, istirahat cukup, olahraga rutin 3-5 kali seminggu, dan perbanyak konsumsi sayur dan buah. Semoga jawaban ini membantu. Salam.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
473;Halo, terimakasih telah bertanya di Alodokter. Pilek yang berlangsung secara berkepanjangan terasa suara berubah menjadi bindeng, tidak nyaman di tenggorokan dan dada, dan rasa mengganjal yang sudah berlangsung selama lebih dari satu bulan dapat di sebabkan oleh beberapa faktor kemungkinan, seperti: Rhinitis Influenza Alergi Polip hidung Deviasi septum GERD Dispepsia Faringitis Laringitis Untuk sementara yang dapat anda lakukan: Perbanyak minum air putih Hindari debu, polusi, asap rokok Hindari udara terlalu dingin maupun terlalu panas Hindari semburan angin AC, kipas dan lainnya secara langsung Tidur dan istirahat cukup Menjaga pola makan tetap sehat dan teratur Hindari makanan pedas, asam, santan, berminyak Tidur dengan posisi menyandar dengan 2-3 bantal Olahraga secara rutin dan teratur Tidak merokok, tidak konsumsi alkohol Hindari menusuk atau memasukan jari ke rongga mulut karena dapat berpotensi menjadi sumber masuknya kuman serta berpotensi menimbulkan iritasi dan luka di area rongga mulut dan tenggorokan yang justru dapat memperberat kondisi yang terjadi Bila tidak membaik dalam 3-5 hari ada baiknya anda dapat memeriksakan diri anda ke dokter spesialis THT untuk bisa di periksa secara langsung Sekian informasi dari saya, semoga membantu;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
474;Alo, Terima kasih sudah bertanya di Alodokter. Dermapen merupakan salah satu metode perawatan pada kulit wajah yang menggunakan jarum yang sangat halus dan kecil. Perawatan ini berfungsi untuk menimbulkan luka yang terkontrol pada kulit guna merangsang pembentukan kolagen sehingga dapat membantu kulit lebih cerah dan juga menghilangkan flek-flek hitam pada kulit. Untuk keamanan proses perawatan, dermapen harus dilakukan oleh dokter yang berkompeten. Biasanya setelah melakukan perawatan dengan metode dermapen dokter akan memberikan krim khusus yang berisi antibiotik dan juga antiradang yang berfungsi untuk mengurangi pembengkakan yang terjadi dan mencegah risiko terjadinya infeksi. Sehingga terkait pertanyaan anda mengenai penggunaan face oil setelah melakukan dermapen sebaiknya dihindari dan anda dapat menggunakan krim ataupun obat lainnya yang diberikan oleh dokter Anda.  Di samping itu tidak ada makanan ataupun minuman khusus untuk membantu mempercepat pemulihan pasca dilakukan dermapen. Konsumsilah makanan dengan kadar gizi yang seimbang terutama tinggi protein guna menpercepat proses penyembuhan luka. Selain itu perbanyak konsumsi sayur dan buah sebagai sumber vitamin dan mineral yang membantu menjaga kesehatan kulit wajah. Pastikan anda cukup minum air putih setiap harinya dan juga juga istirahat. Hindari rokok dan alkohol serta hindari stres berkepanjangan serta jangan lupa rutin melakukan olahraga. Sekian, semoga bermanfaat.;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
475;Halo, Jantung yang berdebar  kencang merupakan kondisi yang wajar, tapi Anda perlu mewaspadai hal ini juga jika sering terjadi karena bisa menjadi awal dari penyakit serius. Beberapa  hal yang memicu jantung berdebar kencang  adalah: Kondisi pskologis seperti panik atau cemas berlebih Latihan fisik berat Konsumsi minuman berkafein berlebih Kebiasaan merokok Efek samping obat seperti obat-obatan tertentu yang mengandung stimulan [misalnya obat pilek dan batuk yang mengandung pseudoephedrine, obat asma (seperti salbutamol dan terbutalin), maupun narkoba (amfetamin, ekstasi, kokain, dan ganja)] Kondisi kesehatan tertentu, seperti: Anemia Dehidrasi Gangguan ritme jantung Demam Kadar gula darah rendah Untuk mengetahui diagnosis pasti, dianjurkan agar Anda berkonsultasi secara langsung ke dokter. Dokter perlu melakukan pemeriksaan fisik langsung, wawancara medis terpadu, pemeriksaan riwayat kesehatan, dan tes medis penunjang (seperti tes darah, EKG, Ekokardiogram, dll). Apabila gejala semakin sering dirasakan dan muncul tanpa sebab yang jelas, serta diiringi dengan sesak nafas, pandangan buram, dsb, sebaiknya segera ke rumah sakit terdekat untuk diberikan tindakan medis selanjutnya. Hal yang dapat Anda lakukan: Kelola stres dengan yoga atau meditasi Hindari merokok dan minum alkohol Batasi konsumsi minuman yang mengandung kafein tinggi (seperti teh/kopi) Istirahat cukup Perbanyak konsumsi air putih Konsumsi makanan yang sehat dan bernutrisi Semoga membantu, dr. Theresia;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
